formula,Temperature,sigma (S/cm)
CaCu3Ti4O12,298.0,1.2e-05
CaCu3Ti4O12,80.0,2.82e-08
CaCu3Ti4O12,80.0,2.82e-05
CaCu3Ti4O12,500.0,0.00166
CaCu3Ti4O12,500.0,0.002
CaCu3Ti4O12,300.0,1.66e-05
CaCu3Ti4O12,300.0,0.000398
CaCu3Ti4O12,303.0,7.16e-07
Na2B4O5[OH]4[H2O]8,303.0,5.999999999999999e-06
Na2B4O5[OH]4[H2O]8,303.0,1.5e-05
Na2B4O5[OH]4[H2O]8,343.0,0.000115
Na2B4O5[OH]4[H2O]8,343.0,3.5000000000000004e-05
Na0.5La0.5S,300.0,5.85
PrGaO3 orth,574.0,9e-16
PrGaO3 orth,1110.0,7e-09
Ca5[PO4]3F,800.0,3.5300000000000004e-05
K3.5Si23 rt,125.0,175.0
K3.5Si23 rt,89.0,100.0
K4Ge22,500.0,15.0
K4Ge22,86.0,0.42
K4Ge22,298.0,1.48
K4Ge22,588.0,11.67
Ca2FeAlO5,1250.0,0.08
Ca2FeAlO5,438.0,5.8e-06
CaMnO3 rt,298.0,0.02
CaMnO3 rt,370.0,0.29
CaMnO3 rt,298.0,0.18
CaMnO3 rt,598.0,0.24
CaMnO3 rt,103.0,0.039
CaMnO3 rt,298.0,4.22
CaMnO3 rt,870.0,15.5
CaMnO3 rt,1025.0,15.0
Zn0.7CrFe1.2Ni0.1O4,298.0,232000.0
Zn0.7CrFe1.2Ni0.1O4,298.0,4560.0
Sr0.1CuLa1.9O4 rt,298.0,700.0
Sr0.1CuLa1.9O4 rt,300.0,780.0
Sr0.1CuLa1.9O4 rt,1073.0,40.0
Sr0.1CuLa1.9O4 rt,298.0,68.0
KAg4I5 rt,298.0,0.22
KAg4I5 rt,298.0,0.25
KAg4I5 rt,510.0,1.5
CeVO3 tet,1000.0,0.00724
CeVO3 tet,505.0,0.000112
CeVO3 tet,380.0,5.37e-06
Ca0.5La0.5MnO3 rt orth,298.0,65.0
Ca0.5La0.5MnO3 rt orth,673.0,90.7
Ca0.5La0.5MnO3 rt orth,1273.0,115.5
Ca0.5La0.5MnO3 rt orth,673.0,50.0
Ca0.5La0.5MnO3 rt orth,1273.0,93.0
Ca0.5La0.5MnO3 rt orth,350.0,60.0
Ca0.5La0.5MnO3 rt orth,298.0,40.0
Ca0.5La0.5MnO3 rt orth,298.0,70.0
Ca0.5La0.5MnO3 rt orth,298.0,50.0
Ca0.5La0.5MnO3 rt orth,290.0,1.4e-05
Ca0.5La0.5MnO3 rt orth,290.0,2.8e-05
Ca0.5La0.5MnO3 rt orth,290.0,1.46e-05
Ca0.5La0.5MnO3 rt orth,300.0,0.0013
Ca0.1La0.9MnO3,1100.0,290.0
CsCuCl3 rt,415.0,5.200000000000001e-10
CsCuCl3 rt,421.0,9.3e-10
CsCuCl3 rt,421.0,9.3e-10
Sr0.5La0.5CoO3 rt,780.0,240.0
Sr0.5La0.5CoO3 rt,780.0,1060.0
Sr0.5La0.5CoO3 rt,298.0,312.0
Sr0.5La0.5CoO3 rt,973.0,530.67
Sr0.5La0.5CoO3 rt,590.0,320.0
Sr0.5La0.5CoO3 rt,298.0,1500.0
Sr0.5La0.5CoO3 rt,473.0,16.0
Sr0.5La0.5CoO3 rt,373.0,2238.7
Sr0.5La0.5CoO3 rt,70.0,0.67
Sr0.5La0.5CoO3 rt,23.0,0.00013
SrCoO3 ht2,1273.0,150.0
SrCoO3 ht2,1173.0,175.0
SrCoO3 ht2,298.0,2.0
SrCoO3 ht2,1103.0,210.0
SrCoO3 ht2,1223.0,170.0
Sr0.5La0.5FeO3 rt,370.0,239.0
Sr0.5La0.5FeO3 rt,1023.0,335.0
Sr0.5La0.5FeO3 rt,1223.0,166.0
Sr0.5La0.5FeO3 rt,667.0,510.0
Sr0.5La0.5FeO3 rt,1290.0,120.0
Sr0.5La0.5FeO3 rt,1073.0,100.0
Sr0.5La0.5FeO3 rt,300.0,35.0
Sr0.5La0.5FeO3 rt,1100.0,250.0
Fe3O4 lt,36.0,9e-09
Fe3O4 lt,36.0,7e-08
Fe3O4 lt,36.0,1.2000000000000004e-07
Fe3O4 lt,10.0,7.500000000000001e-09
Fe3O4 lt,10.0,1.3e-07
Fe3O4 lt,50.0,7.6e-06
Fe3O4 lt,100.0,0.02
Fe3O4 lt,80.0,3000.0
Fe3O4 lt,47.0,1e-05
ZrPbO3 rt,555.6,29500000.0
ZrPbO3 rt,488.0,65500000000.0
Zr0.5Ti0.5PbO3 ht cub,623.0,8.000000000000001e-07
Zr0.5Ti0.5PbO3 ht cub,553.0,9.9e-08
Zr0.5Ti0.5PbO3 ht cub,631.0,2.2000000000000003e-05
Zr0.5Ti0.5PbO3 ht cub,697.0,0.00014
Zr0.5Ti0.5PbO3 ht cub,773.0,1.3e-05
Zr0.5Ti0.5PbO3 ht cub,300.0,9.3e-09
Zr0.5Ti0.5PbO3 ht cub,300.0,4.6e-07
ZrPbO3 ht2,620.0,1.7e-07
ZrPbO3 ht2,551.0,2.5e-08
Ba0.5TiPb0.5O3 ht,298.0,1e-10
Ba0.5TiPb0.5O3 ht,610.0,1e-10
Ba0.5TiPb0.5O3 rt,610.0,1e-10
LiMg0.5Mn1.5O4,260.0,6.07e-05
LiCrMnO4,500.0,0.00187
LiMn1.5Ni0.5O4 cub1,293.0,9.6e-05
LiMn1.5Co0.5O4,293.0,0.0026
LiTiMnO4,500.0,0.00796
Nd0.67Nb2O6 rt,322.0,3.16e-08
Pr0.67Nb2O6 orth,312.0,7.94e-08
HoCrO3 ht,603.0,290.0
HoCrO3 ht,953.0,1100.0
Nb0.5V0.5O2,333.0,4000.0
Nb0.5V0.5O2,303.0,4000.0
Nb0.5V0.5O2,303.0,4000.0
Rh0.5Sb0.5O2,360.0,0.1
LiNi[PO4],573.0,4.360000000000001e-06
LiMn[PO4],830.0,1e-05
Zn0.5Cd0.5Te0.5Se0.5 rt,298.0,17400000000.0
Zn0.5Cd0.5Te0.5Se0.5 rt,298.0,8.3e-08
Zn0.5Cd0.5Te0.5Se0.5 rt,80.0,2e-10
RbCdCl3 rt,400.0,3.9799999999999997e-10
RbCdBr3 rt,400.0,2.5e-08
Zn0.6Mn0.2Fe2Ni0.2O4,298.0,4.999999999999998e-10
Pr2Ru2O7,673.0,103.0
Pr2Ru2O7,1023.0,173.0
Lu2Ru2O7,364.0,0.049
Lu2Ru2O7,565.0,1.96
Sr2ErNbO6,653.0,6.399999999999999e-08
Sr2ErNbO6,303.0,1.9e-05
Sr2ErNbO6,653.0,2.2e-06
Sr2ErNbO6,303.0,2.9e-05
Sr2ErNbO6,513.0,5.4e-08
SnCl2[H2O]2 lt,210.0,6.500000000000001e-11
SnCl2[H2O]2 lt,217.0,1.2e-09
SnCl2[H2O]2 lt,296.0,1e-06
SnCl2[H2O]2 lt,250.0,1.6e-09
SnCl2[H2O]2 lt,225.0,3.7e-10
SnCl2[H2O]2 lt,220.0,1.4e-09
Li0.33Mg0.5Sn0.17O,293.0,2.3e-08
Li0.33Mg0.5Sn0.17O,873.0,0.0013
LiAl[SiO4] euc-beta ht,570.0,0.1
LiAl[SiO4] euc-beta ht,570.0,0.1
LiAl[SiO4] euc-beta ht,570.0,0.04
LiAl[SiO4] euc-beta ht,570.0,0.04
Sr2.5Sm0.5Nb5O15,473.0,3.5e-06
Sr2.5Sm0.5Nb5O15,473.0,1.4e-07
Sr2.5Sm0.5Nb5O15,333.0,1.7e-07
Sr2.5Sm0.5Nb5O15,333.0,2.7e-09
CaLa8Ti9O31,1073.0,4e-05
Na0.05Li0.95NbO3,1333.0,0.01
Na0.05Li0.95NbO3,1300.0,0.01
Na0.05Li0.95NbO3,1429.0,0.024
Na0.05Li0.95NbO3,1429.0,0.03
MoCoO4 hp,971.0,0.002
MoCoO4 hp,298.0,5.7e-08
MoCoO4 hp,298.0,1.5999999999999998e-08
MoCoO4 hp,971.0,0.0018
Ti3FeBi5O15 rt,373.0,3.9799999999999997e-10
Er2[Si2O7] ht,300.0,1.1e-07
Er2[Si2O7] ht,300.0,5.13e-08
Sr0.4La0.6MnO3 rt,1073.0,30.8
Sr0.4La0.6MnO3 rt,1073.0,99.0
Sr0.4La0.6MnO3 rt,500.0,108.0
Sr0.4La0.6MnO3 rt,973.0,87.42
Sr0.4La0.6MnO3 rt,590.0,52.0
Sr0.4La0.6MnO3 rt,1223.0,168.0
Sr0.4La0.6MnO3 rt,1223.0,175.0
Sr0.4La0.6MnO3 rt,298.0,32.0
Sr0.4La0.6MnO3 rt,300.0,100.0
Sr0.4La0.6MnO3 rt,1100.0,150.0
Sr0.4La0.6MnO3 rt,288.0,17.8
Ti0.5Nb0.25Cr0.25O2,1173.0,0.0165
Ti0.5Nb0.25Cr0.25O2,298.0,3.0000000000000004e-08
Ti0.5Nb0.25Cr0.25O2,625.0,1.5e-05
Mg0.5Fe2Ni0.5O4,298.0,1.06e-05
Mg0.5Fe2Ni0.5O4,1273.0,3.31
Mg0.5Fe2Ni0.5O4,298.0,0.024
Mg0.5Fe2Ni0.5O4,523.0,0.122
Mg0.5Fe2Ni0.5O4,523.0,0.139
Mg0.5Fe2Ni0.5O4,298.0,1.52e-05
TlBi0.5Sb0.5Te2,298.0,2.43
SrTi4Bi4O15 rt,714.0,5.2e-09
SrTi4Bi4O15 rt,373.0,2.4e-09
SrTi4Bi4O15 rt,673.0,0.004
SrTi4Bi4O15 rt,673.0,1.2e-08
SrTi4Bi4O15 rt,773.0,0.006
SrTi4Bi4O15 rt,818.0,8e-05
SrTi4Bi4O15 rt,818.0,8e-06
SrTi4Bi4O15 rt,298.0,3e-07
SrTi4Bi4O15 rt,298.0,3.3e-11
SrTi4Bi4O15 rt,818.0,7e-06
SrTi4Bi4O15 rt,637.0,3e-09
CaTi4Bi4O15 rt,1050.0,0.0005
CaTi4Bi4O15 rt,1050.0,0.0004
CaTi4Bi4O15 rt,298.0,3e-07
CaTi4Bi4O15 rt,298.0,5e-11
CaTi4Bi4O15 rt,1150.0,0.0004
CaTi4Bi4O15 rt,667.0,2e-08
MgMnFeO4,298.0,0.033
MgMnFeO4,523.0,0.044
MgMnFeO4,523.0,0.042
MgMnFeO4,350.0,6.000000000000002e-08
MgMnFeO4,298.0,1.5e-05
MgMnFeO4,700.0,0.0003599999999999
Ba2ScTaO6,298.0,9e-09
Ba2ScTaO6,298.0,9e-09
Sr0.2Zr0.6Ti0.4Pb0.8O3 rt tet,748.0,0.00033
Sr0.2Zr0.6Ti0.4Pb0.8O3 rt tet,748.0,0.0018
Sr0.2Zr0.6Ti0.4Pb0.8O3 rt tet,673.0,4.3e-05
Sr0.2Zr0.6Ti0.4Pb0.8O3 rt tet,773.0,0.00021
Ba2CuY2PtO8,250.0,1e-05
Ce0.8Gd0.1Co0.1O2,680.0,0.002
Ce0.8Gd0.2O1.9,973.0,0.0116999999999999
Ce0.8Gd0.2O1.9,1173.0,0.0233999999999999
Ce0.8Gd0.2O1.9,973.0,0.0407
Ce0.8Gd0.2O1.9,873.0,0.00123
Ce0.8Gd0.2O1.9,773.0,0.0040999999999999
Ce0.8Gd0.2O1.9,1023.0,0.0705
Ce0.8Gd0.2O1.9,973.0,0.251
Ce0.8Gd0.2O1.9,973.0,0.209
Ce0.8Gd0.2O1.9,973.0,0.115
Ce0.8Gd0.2O1.9,823.0,0.0107
Ce0.8Gd0.2O1.9,476.0,1.91e-06
Ce0.8Gd0.2O1.9,735.0,0.00074095
Ce0.8Gd0.2O1.9,735.0,0.00106689
Ce0.8Gd0.2O1.9,735.0,0.00043727
Ce0.8Gd0.2O1.9,1200.0,0.13
Ce0.8Gd0.2O1.9,600.0,0.00026
Ce0.8Gd0.2O1.9,973.0,0.0564
Ce0.8Gd0.2O1.9,773.0,0.00793
Ce0.8Gd0.2O1.9,773.0,0.005
Ce0.8Gd0.2O1.9,473.0,3.6000000000000003e-06
Ce0.8Gd0.2O1.9,1203.0,0.83
Ce0.8Gd0.2O1.9,1203.0,0.38
Ce0.8Gd0.2O1.9,773.0,0.0010299999999999
Ce0.8Gd0.2O1.9,973.0,0.0151
Ce0.8Gd0.2O1.9,973.0,0.015
Ce0.8Gd0.2O1.9,973.0,0.1
Sr0.4La0.6Mn0.5Ni0.5O3,467.0,200.0
Ba0.5Sr0.5CoO3,312.0,0.5
BaSrCo2O5 orth,312.0,0.5
Ba0.5Sr0.5CoO2.5,448.0,0.1
Ba0.5Sr0.5CoO2.5,448.0,0.09
Ba0.5Sr0.5CoO2.5,320.0,0.7
Ba0.5Sr0.5CoO2.5,1080.0,200.0
SrCu0.3Co0.7O3,320.0,0.437
SrCu0.3Fe0.3Co0.4O3,302.0,5.75
Li0.5TiO2 ht,323.0,2.4
Li0.5TiO2 ht,423.0,6.46
Li0.5TiO2 ht,573.0,15.82
Li0.5TiO2 ht,773.0,27.5
Li0.5TiO2 ht,973.0,37.2
Li0.5TiO2 ht,298.0,1.35e-10
Li0.5TiO2 ht,25.0,4.0500000000000004e-07
Li0.5TiO2 ht,299.0,0.0001
CdGaInS4 rhom,360.0,1.8e-10
CdGaInS4 rhom,360.0,9.999999999999999e-10
CdGaInS4 rhom,130.0,2.4e-15
CdGaInS4 rhom,130.0,1.1e-14
Y[AsO4],298.0,3e-10
Y[AsO4],298.0,4.999999999999998e-10
BaCu3LaYO7,880.0,27.5
BaCu3LaYO7,500.0,3.9
BaCu3LaYO7,315.0,0.09
BaEr2NiO5,298.0,5.8e-06
HRb3[SeO4]2 rt,400.0,5e-05
[C60] rt,280.0,2.0000000000000002e-07
MnFeNiO4,293.0,0.000147
MnFeNiO4,293.0,1.01
MnFeNiO4,298.0,0.000145
Y3Fe4.6Si0.4O12,297.0,0.0002
VCr2S4,920.0,39.8
VCr2S4,1010.0,25.1
H2[NH4][AsO4] rt,360.0,0.0011
CuCr2Se3Br,200.0,0.00109
CuCr2Se3Br,4.2,0.0008699999999999
CuCr2Se3Br,300.0,0.00105
CuCr2Se3Br,300.0,1.5e-05
CuCr2Se3Br,540.0,5.1000000000000006e-05
CuCr2Se3Br,105.0,2.4e-06
YbN,298.0,12530.0
YbN,298.0,10000.0
Cu4CdYb,300.0,32000.0
UPd2Al3,2.5,116000.0
UNi2Al3,10.0,11300.0
UNi2Al3,298.0,2000.0
UNi2Al3,2.5,25000.0
Cu3CeGa2,2.0,7400.0
Cu3CeGa2,0.0,7570.0
Ho0.75Mo0.25O1.75,423.0,0.0011
Rb3Mo10O30 mon1,298.0,8.0
Rb3Mo10O30 mon1,298.0,400.0
Rb3Mo10O30 mon1,298.0,1400.0
Rb3Mo10O30 mon1,60.0,7.6
Rb3Mo10O30 mon1,70.0,20.2
Rb3Mo10O30 mon1,60.0,4.8
Rb3Mo10O30 mon1,70.0,11.4
Rb3Mo10O30 mon1,80.0,33.3
Rb3Mo10O30 mon1,60.0,0.9
Rb3Mo10O30 mon1,70.0,2.4
Rb3Mo10O30 mon1,80.0,6.0
Rb3Mo10O30 mon1,70.0,2.1
Rb3Mo10O30 mon1,80.0,6.7
Sm[AsO4] tet1,298.0,2.4999999999999996e-10
Sm[AsO4] tet1,298.0,4e-10
ReO2 ht,273.0,17.0
ReO2 ht,300.0,14.5
Ba5[PO4]3F,800.0,0.000129
Ba2Cu2.86Y0.89Al0.06O6.18,298.0,100.0
Ba2Cu2.95YAl0.05O7,298.0,1000.0
Ba2Cu2.95YAl0.05O7,298.0,0.08
Sr0.15Cu0.5La1.85Ni0.5O4 lt,100.0,500.0
BaFe6CoO11,300.0,7.4e-09
BaFe6CoO11,300.0,1.65e-05
Sr0.5Ca0.5RuO3,303.0,4830.0
Sr0.5La0.5RuO3,1073.0,164.0
Sr0.5La0.5RuO3,298.0,200.0
CaNb2Bi2O9 rt tf,775.0,2.03e-06
CaNb2Bi2O9 rt tf,923.0,8.000000000000001e-07
CaNb2Bi2O9 rt tf,1223.0,5e-06
Ca0.1CuLa1.9O4,973.0,106.2
Ca0.1CuLa1.9O4,973.0,105.4
Cu1.2Fe1.6Ge0.2O4 ht,300.0,8.2e-05
Ca0.5TiPb0.5O3 ht,295.0,9.2e-08
BaTa0.5Fe0.5O3 cub,513.0,5.4e-06
BaTa0.5Fe0.5O3 cub,603.0,3.2e-05
BaTa0.5Fe0.5O3 cub,313.0,6.4e-09
BaTa0.5Fe0.5O3 cub,313.0,4.5e-05
BaTa0.5Fe0.5O3 cub,603.0,3.3e-05
BaTa0.5Fe0.5O3 cub,603.0,0.089
Sr2CaSbO5.5 cub,1173.0,0.011
SrNb0.5Co0.5O3 ht,588.0,103.0
Sr0.5La0.5Mn0.5Ir0.5O3,1400.0,65.0
Sr0.5La0.5Mn0.5Ir0.5O3,280.0,2.7
Ba2NbCoO6,303.0,1e-05
Ag[N3] orth,298.0,3e-09
CdS hp1,298.0,1.5000000000000002e-08
CdS hp1,298.0,1.4e-07
CdS hp1,525.0,0.015
CdS hp1,525.0,0.016
NbSe4 tet2,2.0,100000.0
Pb[N3]2 rt,298.0,1e-13
Sr2N,300.0,60.0
K3[C60] rt,25.0,1300.0
K3[C60] rt,298.0,1000.0
K3[C60] rt,300.0,800.0
K3[C60] rt,300.0,200.0
Na0.5Si17,85.0,0.004
Na0.5Si17,460.0,1.0
CdS m cub,298.0,1.0000000000000001e-07
Cu0.66Zn0.67In0.67Se2,298.0,3.3
Nb3Sb2Te5,298.0,75.0
HgFexSe rt,300.0,510.0
Cu0.02Tl0.98InS2,291.0,5.9e-05
Cu0.02Tl0.98InS2,291.0,0.15
Cu0.02Tl0.98InS2,291.0,0.0046999999999999
W0.5Mo0.5Se2,298.0,1.1e-05
W0.5Mo0.5Se2,312.0,0.92
W0.5Mo0.5Se2,550.0,47.0
W0.5Mo0.5Se2,300.0,4.59e-05
W0.5Mo0.5Se2,525.0,0.00846
ZnCr1.6Ga0.4Se4,500.0,0.000123
ZnCr1.6Ga0.4Se4,200.0,3.7e-07
ZnCr1.6Ga0.4Se4,81.0,8.36e-11
ZnCr1.6Ga0.4Se4,0.6,4.5e-09
ZnCr1.6Ga0.4Se4,5.0,0.0054
ZnCr1.6Ga0.4Se4,300.0,3.9999999999999994e-09
ZnCr1.6Ga0.4Se4,300.0,6.3e-10
AgCrS2 rt,570.0,0.0289999999999999
Cu0.5Zn0.5Cr2Se4,500.0,16000.0
Cu0.5Zn0.5Cr2Se4,70.0,400.0
TiFe0.3Se2,83.0,221.0
TiFe0.3Se2,300.0,260.0
TiFe0.3Se2,580.0,322.0
TaS3 lt orth,100.0,10.0
TaS3 lt orth,100.0,0.076
TaS3 lt orth,298.0,2000.0
TaS3 lt orth,280.0,2000.0
Rb3[C60]rt,40.0,1200.0
SrAs3,300.0,400.0
HgPd5Se,300.0,32000.0
Cu0.96Cd0.08Al0.96S2,83.0,0.006
Cu0.96Cd0.08Al0.96S2,300.0,0.018
Cu0.96Cd0.08Al0.96S2,370.0,0.0069999999999999
Cu0.96Cd0.08Al0.96S2,800.0,0.45
Cu0.82Cd0.09InS2,298.0,0.01
Ag0.25Cd0.5In0.25S,300.0,1.0
NaGdS2,300.0,11.2
Cu4Mn2Te4 ht,500.0,1410.0
Cu4Mn2Te4 ht,60.0,0.0416
Ba4Au3Ge20,298.0,39.0
LiAlB14,293.0,400.0
Sr4Ga8Ge15,600.0,440.0
Sr4Ga8Ge15,300.0,720.0
Ag0.33Pb0.33Bi0.34Te,298.0,1500.0
Ag0.5Cd0.5Cr2Se4,100.0,0.00024
Ag0.5Cd0.5Cr2Se4,210.0,0.0018
Ag0.5Cd0.5Cr2Se4,322.0,0.0069999999999999
CdV0.3Cr1.7Se4,285.0,3.35e-06
Zn0.5Cd0.5Se0.5S0.5 hex,160.0,0.11
Zn0.5Cd0.5Se0.5S0.5 hex,500.0,1.35
Zn0.5Cd0.5Se0.5S0.5 hex,160.0,0.4
Zn0.5Cd0.5Se0.5S0.5 hex,500.0,1.85
Cu0.56Fe0.61Te,20.0,1.5
Ba4Zn4Ge19,298.0,2000.0
Ba4Zn4Ge19,1000.0,400.0
Li1.35NiPS3,333.0,0.6
SrCu2SnS4,298.0,0.501
ZrCl3,348.0,1e-08
ZrCl3,385.0,1.0000000000000001e-07
AuBr ht1,300.0,1e-05
AuBr ht1,250.0,1.0000000000000001e-07
AuBr ht1,463.0,0.01
AuBr ht2,363.0,5e-09
TiI3 ht,307.0,0.0001
TiI3 ht,440.0,0.01
TiCo0.2Se2,300.0,50.0
Cu0.25Zn0.5In0.25S rt,293.0,0.05
Li5Nd3Sb2O12,298.0,1.3e-07
Gd0.5Yb0.5Te,65.0,160.0
Gd0.5Yb0.5Te,25.0,77.0
Gd0.5Yb0.5Te,8.6,33.0
Ag7TaSe6 ht,331.0,0.09
Ag7TaSe6 ht,329.0,0.08
Ag7TaSe6 ht,298.0,0.0011
Ag7TaSe6 ht,321.0,0.0081
SrCeVO4,300.0,2.74
SrLaVO4,300.0,2.2
SrPrVO4,300.0,2.0
SrEuVO4,300.0,8.92
SrNdVO4,300.0,1.43
RbZr2[PO4]3,1073.0,0.0001089999999999
CsZr2[PO4]3,1073.0,2.64e-05
SrMgLaNbO6,673.0,4.9e-06
SrMgLaNbO6,1173.0,3.71
SrMgLaNbO6,1173.0,0.00398
BaMgLaTaO6,298.0,5.5e-09
Sr2VO4 rt,300.0,0.71
CaY2Mn2[GeO4]3,500.0,3.9e-05
Ca3Mn2[GeO4]3 ht,500.0,1.4e-05
CuGa0.5In0.5Te2 rt,298.0,10.3
Ca9Nd[VO4]7 rt,1193.0,7.2e-05
Ca9Nd[VO4]7 rt,773.0,2.7e-08
Ti0.1Ta1.8O4.7 ht,1263.0,0.04
Ti0.1Ta1.8O4.7 ht,1263.0,0.0002
Ti0.1Ta1.8O4.7 ht,1573.0,0.5
Ti0.1Ta1.8O4.7 ht,1573.0,0.08
Ti0.1Ta1.8O4.7 ht,1263.0,0.04
Ti0.1Ta1.8O4.7 ht,1263.0,0.0002
Ti0.1Ta1.8O4.7 ht,1473.0,0.0012
Ti0.1Ta1.8O4.7 ht,1573.0,0.5
Ti0.1Ta1.8O4.7 ht,1573.0,0.08
Ta1.94Cr0.06O4.94 ht,1373.0,0.04
Ta1.94Cr0.06O4.94 ht,1373.0,0.0005
Ta1.94Cr0.06O4.94 ht,1573.0,0.4
Ta1.94Cr0.06O4.94 ht,1573.0,0.09
Sm2Mo1.33Mn0.67O7,500.0,20.0
Sm2Mo1.33Mn0.67O7,83.0,4.3
Gd2Mo1.33Mn0.67O7 ht,286.0,16.0
Gd2Mo1.33Mn0.67O7 ht,77.0,3.2
Y2Mo2O7,25.0,5.2
Gd2Mo2O7,6.0,0.37
Gd2Mo2O7,298.0,128.0
Li0.5La0.5TiO3 ht1,298.0,0.000915
Li0.5La0.5TiO3 ht1,298.0,0.000688
Li0.5La0.5TiO3 ht1,298.0,0.000575
Li0.33La0.56TiO3 ht,298.0,0.0001
La3Ga5SiO14 trig,1000.0,0.003
La3Nb0.5Ga5.5O14 hp,1000.0,0.002
Na3Bi[PO4]2 ht1,873.0,0.000691
Na3Bi[PO4]2 ht2,1093.0,0.01
Cu0.5Fe2Ni0.5O4 cub,298.0,2.26e-06
Cu0.5Fe2Ni0.5O4 cub,298.0,1.52e-07
Cu0.5Fe2Ni0.5O4 cub,298.0,0.0052
Cu0.5Fe2Ni0.5O4 cub,523.0,0.042
Cu0.5Fe2Ni0.5O4 cub,523.0,0.044
Cu0.5Fe2Ni0.5O4 cub,473.0,2.76e-07
NbBr4,300.0,4.0000000000000003e-07
NbBr4,485.0,4e-05
Cu4SnP10 ht,293.0,2.1e-07
YMn0.7Fe0.3O3 ht2,375.0,1e-06
YMn0.7Fe0.3O3 ht2,973.0,0.01
YMn0.9Al0.1O3 ht2,298.0,6.300000000000001e-06
YMn0.9Al0.1O3 ht2,298.0,0.16
La0.11Zr0.53Ti0.42Pb0.86O3 ht,571.0,1.5100000000000002e-06
La0.11Zr0.53Ti0.42Pb0.86O3 ht,500.0,9.700000000000001e-08
La0.11Zr0.53Ti0.42Pb0.86O3 ht,565.0,6.1e-08
La0.11Zr0.53Ti0.42Pb0.86O3 ht,591.0,4.4000000000000005e-09
La0.11Zr0.53Ti0.42Pb0.86O3 ht,449.0,8e-14
La0.11Zr0.53Ti0.42Pb0.86O3 ht,555.0,6e-09
La0.11Zr0.53Ti0.42Pb0.86O3 ht,449.0,1.2e-08
La0.08Zr0.55Ti0.45Pb0.92O3,400.0,5.8e-06
La0.08Zr0.55Ti0.45Pb0.92O3,476.0,2.44e-07
La0.08Zr0.55Ti0.45Pb0.92O3,500.0,3.75e-11
La0.08Zr0.55Ti0.45Pb0.92O3,298.0,6.14e-08
La0.08Zr0.55Ti0.45Pb0.92O3,425.0,1.7300000000000005e-13
La0.08Zr0.55Ti0.45Pb0.92O3,713.0,0.00013
La0.08Zr0.55Ti0.45Pb0.92O3,713.0,4e-06
La0.08Zr0.55Ti0.45Pb0.92O3,773.0,0.00012
La0.08Zr0.55Ti0.45Pb0.92O3,773.0,3.2000000000000003e-06
La0.08Zr0.55Ti0.45Pb0.92O3,408.0,4.5e-13
La0.08Zr0.55Ti0.45Pb0.92O3,449.0,8e-14
La0.08Zr0.55Ti0.45Pb0.92O3,305.0,1.2e-09
La0.08Zr0.55Ti0.45Pb0.92O3,449.0,1.2e-08
V0.5Re0.5O2 rt,215.0,500000.0
V0.5Re0.5O2 rt,298.0,400.0
Sr2MgReO6 ht,606.0,0.0001
Sr2MgReO6 ht,673.0,1.0
Na0.05Ba0.9La0.05TiO3 lt2,298.0,2.34e-09
Ca0.5Pr0.5MnO3 rt,300.0,1500.0
Ca0.5Pr0.5MnO3 rt,1073.0,150.0
V[AsO4]O[H2O]3,293.0,4e-06
V[AsO4]O tet,293.0,3.9e-08
Sr2MoCoO6 rt,1073.0,0.2
BaTiO3 lt1,100.0,1000.0
Ba0.5Sr0.5TiO3 rt,115.0,5.3e-14
Ba0.5Sr0.5TiO3 rt,200.0,3e-11
Ba0.5Sr0.5TiO3 rt,115.0,1e-08
Ba0.5Sr0.5TiO3 rt,200.0,7e-08
Ba0.5Sr0.5TiO3 rt,298.0,1e-15
Ba0.5Sr0.5TiO3 rt,298.0,18.0
Ba0.5Sr0.5TiO3 rt,298.0,1.3
Sr0.5Sm0.5CoO3 rt,667.0,1175.0
Sr0.5Sm0.5CoO3 rt,300.0,0.32
HCs[SO4] ht2,418.0,0.00331
HCs[SO4] ht2,470.0,0.00661
KLi[SO4] rt,500.0,1.47e-05
Cu0.6La2Co0.4O4,298.0,4.54e-05
Cu0.6La2Co0.4O4,298.0,0.61
Cu0.6La2Co0.4O4,298.0,1.67e-05
Li0.5Fe2Ni0.5O4,298.0,1.5e-09
Li0.5Fe2Ni0.5O4,940.0,0.016
Li0.5Fe2Ni0.5O4,650.0,0.00033
Li0.5Fe2Ni0.5O4,473.0,4.54e-08
LaMn0.3Co0.7O3,1273.0,54.89
Ba0.5Gd0.5CoO3 orth1,298.0,0.026
FeNi1.67Sb0.33O4,370.0,7.9e-09
FeNi1.67Sb0.33O4,370.0,9e-10
SrFe0.5Ni0.5O3,100.0,1.15
AgRhO2,300.0,7.4e-06
YMnO3 lt,603.0,390.0
YMnO3 lt,953.0,4600.0
Cd0.5Fe2Ni0.5O4,298.0,0.0003762299999999
Ba0.95La0.05TiO3 lt,398.0,1.2000000000000004e-07
Ba0.95La0.05TiO3 lt,308.0,4.1e-09
Ba0.95La0.05TiO3 lt,298.0,0.1
Cu0.8Ti0.2Fe2O4,298.0,2.7e-06
Cu0.8Ti0.2Fe2O4,298.0,1.04e-05
Cu0.8Ti0.2Fe2O4,298.0,3e-05
SrNb2Bi2O9 rt,533.0,4.6e-08
SrNb2Bi2O9 rt,533.0,7e-06
SrNb2Bi2O9 rt,693.0,1e-06
